,gold,dollar_index,vix,fed_rate,fed_balance,labor_claims,ip,gdp,ppi,target_gold
2008-10-31,716.7999877929688,99.7662,0.038538134107378504,0.0097,1969086.0,475250.0,93.7895,4998.962168762961,196.9,816.2000122070312
2008-11-30,816.2000122070312,101.6468,0.03923365720954031,0.0039000000000000003,2106117.0,519800.0,94.7219,5053.511575055409,186.4,883.5999755859375
2008-12-31,883.5999755859375,98.6518,0.032787596371652614,0.0016,2239457.0,564000.0,93.4715,5024.0464089515535,176.8,927.2999877929688
2009-01-31,927.2999877929688,102.1169,0.028054413009109883,0.0015,1927082.0,572000.0,90.8357,4821.441015992996,170.9,941.5
2009-02-28,941.5,104.9284,0.028623564511382947,0.0022,1916115.0,644000.0,88.57,4906.55842325438,171.2,922.5999755859375
2009-03-31,922.5999755859375,102.3761,0.02821848395080253,0.0018,2071556.0,659250.0,88.031,4888.501171681958,169.3,890.7000122070312
2009-04-30,890.7000122070312,100.1042,0.023934027579865357,0.0015,2066712.0,627750.0,86.6528,4813.149405063642,168.1,978.7999877929688
2009-05-31,978.7999877929688,95.268,0.02016380469143432,0.0018,2080115.0,612000.0,85.9344,4781.505359446833,169.1,927.0999755859375
2009-06-30,927.0999755859375,96.3761,0.01835676090920344,0.0021,2025571.0,598250.0,85.0665,4832.0930495307775,170.8,953.7000122070312
2009-07-31,953.7000122070312,94.2526,0.016529920173569485,0.0016,2000547.0,566500.0,84.7459,4817.303591022409,174.1,951.7000122070312
2009-08-31,951.7000122070312,94.6202,0.015960899745932507,0.0016,2074902.0,559200.0,85.7027,4823.381494370856,172.5,1008.0
2009-09-30,1008.0,93.1907,0.015711868608304782,0.0015,2141020.0,547500.0,86.6426,4792.651577505804,175.0,1039.699951171875
2009-10-31,1039.699951171875,92.6207,0.01527749580106615,0.0012,2161537.0,525400.0,87.4063,4765.2029281233345,174.1,1181.0999755859375
2009-11-30,1181.0999755859375,91.3717,0.01488640074409199,0.0012,2206359.0,494000.0,87.6419,4783.037545592199,175.2,1095.199951171875
2009-12-31,1095.199951171875,92.9124,0.013331190405254439,0.0012,2234067.0,485500.0,88.0221,4814.730252127538,177.4,1083.0
2010-01-31,1083.0,93.7638,0.012953082467469396,0.0011,2246886.0,479800.0,88.3793,4851.114202280329,178.1,1118.300048828125
2010-02-28,1118.300048828125,93.6602,0.01420484980686928,0.0013000000000000002,2286127.0,485750.0,89.3426,4871.943702880661,181.9,1113.300048828125
2010-03-31,1113.300048828125,92.8987,0.01119240448516092,0.0016,2307150.0,470250.0,89.6779,4888.416208933672,181.0,1180.0999755859375
2010-04-30,1180.0999755859375,92.8423,0.010977577247142236,0.002,2330472.0,469000.0,90.2928,4890.88908818568,183.3,1212.199951171875
2010-05-31,1212.199951171875,96.3062,0.020117909005426055,0.002,2334041.0,459400.0,90.5991,4915.552858185615,184.4,1245.5
2010-06-30,1245.5,95.9934,0.01884553769361765,0.0018,2330851.0,460500.0,91.823,4913.153568223588,184.8,1181.699951171875
2010-07-31,1181.699951171875,93.2793,0.016235005799356193,0.0018,2325298.0,459200.0,91.9928,4935.903573590788,183.5,1248.300048828125
2010-08-31,1248.300048828125,94.7204,0.01558845748113283,0.0019,2301015.0,475000.0,92.3421,4949.962246824616,184.1,1307.800048828125
2010-09-30,1307.800048828125,91.3415,0.01415018812664393,0.0019,2298691.0,453500.0,92.6805,5014.41177859091,184.9,1357.0999755859375
2010-10-31,1357.0999755859375,90.0935,0.012833993661291091,0.0019,2295392.0,446800.0,92.9537,5015.818974584432,184.9,1385.0
2010-11-30,1385.0,92.1494,0.01264377063232458,0.0019,2346001.0,426250.0,92.6903,5025.152430600167,186.6,1421.0999755859375
2010-12-31,1421.0999755859375,90.5146,0.011037658161066562,0.0018,2420570.0,420250.0,92.7709,5044.804191528523,187.7,1333.800048828125
2011-01-31,1333.800048828125,89.694,0.010852079952424454,0.0017000000000000001,2443527.0,426800.0,93.6787,5071.65037787129,189.7,1409.300048828125
2011-02-28,1409.300048828125,88.9391,0.010948370901500614,0.0016,2533221.0,401500.0,93.4814,5078.57230652974,192.7,1438.9000244140625
2011-03-31,1438.9000244140625,88.0299,0.013054564232979569,0.0014000000000000002,2622523.0,406000.0,93.1102,5091.7921757151735,195.8,1556.0
2011-04-30,1556.0,85.5999,0.010186142547598673,0.001,2690985.0,420600.0,94.0788,5139.109517755048,199.2,1535.9000244140625
2011-05-31,1535.9000244140625,86.656,0.010626528425998817,0.0009,2774996.0,422500.0,93.7749,5109.35794053325,203.1,1502.300048828125
2011-06-30,1502.300048828125,86.4786,0.012065370453931669,0.0009,2865251.0,418250.0,93.888,5085.99271869332,204.1,1628.300048828125
2011-07-31,1628.300048828125,85.7282,0.01201147097479006,0.0007000000000000001,2863576.0,412600.0,94.172,5156.097340773449,203.9,1828.5
2011-08-31,1828.5,86.7739,0.022066278041256816,0.001,2853888.0,409500.0,94.636,5169.386724739808,204.6,1620.4000244140625
2011-09-30,1620.4000244140625,91.9998,0.022937003113942533,0.0008,2850921.0,417750.0,95.2749,5188.593011294488,203.2,1724.199951171875
2011-10-31,1724.199951171875,89.2053,0.020680356137880263,0.0007000000000000001,2845685.0,402400.0,95.1961,5199.559263965757,203.7,1745.5
2011-11-30,1745.5,91.4728,0.02017986681802901,0.0008,2814235.0,389250.0,95.8568,5202.808466279828,201.1,1565.800048828125
2011-12-31,1565.800048828125,92.4262,0.015654887600631422,0.0007000000000000001,2926095.0,377000.0,95.8485,5226.272650519847,201.4,1737.800048828125
2012-01-31,1737.800048828125,90.5538,0.01285279643936756,0.0008,2919545.0,377750.0,96.3571,5218.59888320031,199.8,1709.9000244140625
2012-02-29,1709.9000244140625,89.7487,0.011584611097732813,0.001,2925722.0,363250.0,96.9318,5263.620073871979,200.7,1669.300048828125
2012-03-31,1669.300048828125,90.4593,0.010184424527266813,0.0013000000000000002,2878137.0,366600.0,97.2435,5270.668565418669,201.6,1663.4000244140625
2012-04-30,1663.4000244140625,90.3634,0.011193747837152636,0.0014000000000000002,2866561.0,381750.0,96.74,5307.97036070935,204.2,1562.5999755859375
2012-05-31,1562.5999755859375,94.6856,0.013250667539265515,0.0016,2842654.0,373500.0,97.4359,5349.591590043956,203.7,1603.5
2012-06-30,1603.5,92.9096,0.013311248801416235,0.0016,2863547.0,379200.0,97.6609,5372.946382798361,201.9,1610.5
2012-07-31,1610.5,92.8422,0.011039139642367224,0.0016,2846757.0,372500.0,97.6663,5346.267027157653,199.8,1684.5999755859375
2012-08-31,1684.5999755859375,92.1677,0.009883497081892009,0.0013000000000000002,2812806.0,373250.0,97.8713,5385.454398283269,200.1,1771.0999755859375
2012-09-30,1771.0999755859375,90.8342,0.009697308495840072,0.0014000000000000002,2804457.0,381800.0,97.4525,5404.324698435809,202.7,1717.5
2012-10-31,1717.5,91.1609,0.01033705444950308,0.0016,2823137.0,368500.0,97.381,5417.335903280912,204.4,1710.9000244140625
2012-11-30,1710.9000244140625,91.1038,0.010481355707956637,0.0016,2851362.0,401250.0,97.7193,5448.606018634533,203.5,1674.800048828125
2012-12-31,1674.800048828125,91.0834,0.010918373721103056,0.0016,2907300.0,359000.0,98.0777,5435.887065411068,201.8,1660.5999755859375
2013-01-31,1660.5999755859375,90.798,0.008602526183149866,0.0014000000000000002,3008704.0,353000.0,98.3101,5435.047915954397,201.5,1577.699951171875
2013-02-28,1577.699951171875,92.295,0.008814131510575179,0.0015,3090600.0,353000.0,98.3342,5449.684547905575,202.5,1594.800048828125
2013-03-31,1594.800048828125,92.302,0.00819912931806445,0.0014000000000000002,3202256.0,351800.0,98.7941,5473.286265692264,204.3,1472.199951171875
2013-04-30,1472.199951171875,91.3741,0.008798554792899647,0.0015,3318649.0,347250.0,99.1921,5497.448186402142,204.0,1392.5999755859375
2013-05-31,1392.5999755859375,93.6076,0.008513786698182483,0.0011,3385128.0,347750.0,99.1065,5517.436652276035,203.5,1223.800048828125
2013-06-30,1223.800048828125,94.3047,0.010880022325964779,0.0009,3478672.0,344600.0,99.1839,5553.561499292402,204.1,1312.4000244140625
2013-07-31,1312.4000244140625,93.5703,0.008864088553964223,0.0009,3571797.0,346000.0,99.3897,5577.190848431536,204.3,1396.0999755859375
2013-08-31,1396.0999755859375,94.7541,0.008951458602435196,0.0008,3644456.0,333400.0,99.0814,5564.064224850818,204.4,1326.5
2013-09-30,1326.5,92.9207,0.009324623526580814,0.0008,3734018.0,314000.0,99.6543,5570.403740206347,204.2,1323.5999755859375
2013-10-31,1323.5999755859375,92.731,0.009706018111957242,0.0009,3843396.0,358500.0,100.161,5594.219034942776,203.9,1250.5999755859375
2013-11-30,1250.5999755859375,93.6291,0.008143034590721016,0.0008,3925876.0,328200.0,100.082,5598.548068510172,202.5,1201.9000244140625
2013-12-31,1201.9000244140625,93.5576,0.008891327890820092,0.0009,4032575.0,346000.0,100.3158,5652.804301231786,201.2,1240.0999755859375
2014-01-31,1240.0999755859375,95.1774,0.008907362747250788,0.0007000000000000001,4102138.0,326750.0,100.5175,5702.485630258003,202.0,1321.4000244140625
2014-02-28,1321.4000244140625,94.3879,0.009685339620861447,0.0007000000000000001,4159972.0,335250.0,100.1599,5717.707112308012,203.8,1283.4000244140625
2014-03-31,1283.4000244140625,94.2432,0.009346221496467057,0.0008,4226971.0,321000.0,100.9168,5736.197325798997,205.7,1295.5999755859375
2014-04-30,1295.5999755859375,93.8896,0.008919961563017761,0.0009,4296049.0,322750.0,101.8942,5738.114561892985,207.0,1245.5999755859375
2014-05-31,1245.5999755859375,93.7606,0.00782672795851077,0.0009,4322654.0,313800.0,101.9928,5693.127841354047,208.3,1321.800048828125
2014-06-30,1321.800048828125,93.2058,0.0072704166129560635,0.001,4368348.0,313500.0,102.3836,5724.32812527059,208.0,1281.300048828125
2014-07-31,1281.300048828125,94.4467,0.007691850913037056,0.0009,4406637.0,301750.0,102.735,5780.282033375363,208.3,1285.800048828125
2014-08-31,1285.800048828125,94.7251,0.008499101122040028,0.0009,4413736.0,302000.0,102.9632,5797.7464234502195,208.0,1210.5
2014-09-30,1210.5,97.5261,0.008440633890428787,0.0009,4459050.0,295000.0,102.7688,5838.198515669919,207.0,1171.0999755859375
2014-10-31,1171.0999755859375,98.1163,0.011375908975679892,0.0009,4486754.0,288750.0,103.0641,5882.563060879851,206.4,1175.199951171875
2014-11-30,1175.199951171875,100.0719,0.00840718976130191,0.0009,4485931.0,291600.0,103.0764,5926.0214549378215,203.4,1183.9000244140625
2014-12-31,1183.9000244140625,102.2843,0.010210518517234774,0.0012,4497660.0,284500.0,103.7126,5930.3053369562385,200.9,1278.5
2015-01-31,1278.5,105.5884,0.012098871850402943,0.0011,4500064.0,287600.0,103.7044,5947.90120810592,197.0,1212.5999755859375
2015-02-28,1212.5999755859375,105.5981,0.009980466880202817,0.0011,4486725.0,301250.0,102.8905,5934.355427878429,192.0,1183.0999755859375
2015-03-31,1183.0999755859375,107.4396,0.009331141095776284,0.0011,4480603.0,284000.0,102.2335,5976.463458728807,191.1,1182.4000244140625
2015-04-30,1182.4000244140625,105.312,0.008534552335237141,0.0012,4471499.0,286000.0,101.8914,6001.260113392735,191.5,1189.4000244140625
2015-05-31,1189.4000244140625,106.7388,0.008366213612878846,0.0012,4463981.0,274000.0,101.3355,5999.4682986971675,190.9,1171.5
2015-06-30,1171.5,106.5191,0.009033064568198553,0.0013000000000000002,4495055.0,273750.0,100.8883,6013.027625267312,193.4,1094.9000244140625
2015-07-31,1094.9000244140625,108.7819,0.00910812213762453,0.0013000000000000002,4485480.0,277750.0,100.571,6051.033076035533,194.8,1131.5999755859375
2015-08-31,1131.5999755859375,110.5621,0.012238549630399572,0.0014000000000000002,4475105.0,275200.0,101.2228,6083.074181615819,193.9,1115.5
2015-09-30,1115.5,111.3311,0.015454165558525766,0.0014000000000000002,4484111.0,269500.0,101.0367,6098.4188737629065,191.9,1141.5
2015-10-31,1141.5,110.2079,0.010576419499652897,0.0012,4489339.0,267000.0,100.7547,6098.290944621236,189.1,1065.800048828125
2015-11-30,1065.800048828125,112.34,0.010180743055127112,0.0012,4477088.0,268500.0,100.2675,6130.971695291735,187.5,1060.300048828125
2015-12-31,1060.300048828125,113.3429,0.011292373349398867,0.0024,4486587.0,271000.0,99.5298,6130.647469295263,185.7,1116.4000244140625
2016-01-31,1116.4000244140625,115.5731,0.014874701843736944,0.0034000000000000002,4482349.0,279600.0,99.0417,6140.006835413,183.5,1233.9000244140625
2016-02-29,1233.9000244140625,114.2418,0.014270858602334105,0.0038,4489796.0,266750.0,99.5607,6152.7643104683775,182.6,1234.199951171875
2016-03-31,1234.199951171875,109.9191,0.009953612230508214,0.0036,4482840.0,263250.0,99.0445,6142.971139890233,181.3,1289.199951171875
2016-04-30,1289.199951171875,108.8274,0.009008453245190557,0.0037,4474665.0,266000.0,98.3096,6139.401549641436,182.1,1214.800048828125
2016-05-31,1214.800048828125,112.4276,0.009306802474408266,0.0037,4461111.0,274500.0,98.6421,6185.637256087703,183.2,1318.4000244140625
2016-06-30,1318.4000244140625,112.1618,0.01119691117617638,0.0038,4466482.0,265250.0,98.4184,6177.707558152467,185.3,1349.0
2016-07-31,1349.0,111.874,0.00833741631969719,0.0039000000000000003,4464498.0,259400.0,98.8833,6162.588185759824,187.6,1306.9000244140625
2016-08-31,1306.9000244140625,112.4036,0.007810991888224746,0.004,4457907.0,263500.0,98.9992,6214.271666100457,187.7,1313.300048828125
2016-09-30,1313.300048828125,112.2795,0.00889333224787393,0.004,4452002.0,251500.0,98.85,6226.5102074897195,186.6,1271.5
2016-10-31,1271.5,114.0188,0.009187836383967952,0.004,4454326.0,255800.0,98.7457,6270.9201264098465,186.9,1170.800048828125
2016-11-30,1170.800048828125,117.7636,0.009517546301783107,0.0040999999999999995,4446307.0,245750.0,98.7611,6287.809715422011,186.7,1150.0
2016-12-31,1150.0,118.3466,0.007827300631954722,0.0054,4451451.0,252200.0,98.3491,6294.875578757502,186.3,1208.5999755859375
2017-01-31,1208.5999755859375,116.2241,0.0073714525705678375,0.006500000000000001,4452838.0,244000.0,99.0214,6309.953705820479,188.2,1252.5999755859375
2017-02-28,1252.5999755859375,116.0032,0.007262272378478127,0.006600000000000001,4468702.0,230250.0,98.7611,6337.3494959745985,190.7,1247.300048828125
2017-03-31,1247.300048828125,114.7938,0.007494925944853262,0.0079,4469618.0,233750.0,98.3646,6341.788203179749,191.6,1266.0999755859375
2017-04-30,1266.0999755859375,114.7877,0.008364038817300024,0.009000000000000001,4470142.0,227800.0,99.0137,6410.241300845635,191.5,1272.0
2017-05-31,1272.0,113.2956,0.006813768231538807,0.0091,4459914.0,239000.0,100.0224,6426.6788326529695,193.0,1240.699951171875
2017-06-30,1240.699951171875,111.9896,0.006622968379320776,0.010400000000000001,4463347.0,248000.0,100.1408,6413.80249818754,192.8,1266.5999755859375
2017-07-31,1266.5999755859375,109.8177,0.006494689527875221,0.0115,4465284.0,250800.0,100.3471,6439.6026691595,193.6,1316.199951171875
2017-08-31,1316.199951171875,109.3686,0.007543951771424748,0.0116,4452360.0,247750.0,100.1068,6464.612359183046,193.5,1281.5
2017-09-30,1281.5,110.0867,0.006566082817221408,0.0115,4455661.0,272400.0,99.6925,6467.997301616477,193.8,1267.0
2017-10-31,1267.0,111.8052,0.006378436818752686,0.0115,4461117.0,242250.0,99.7954,6506.033339200434,194.8,1273.199951171875
2017-11-30,1273.199951171875,110.4648,0.006620964022266939,0.0116,4438592.0,247750.0,101.0247,6547.973142772857,194.9,1306.300048828125
2017-12-31,1306.300048828125,110.0783,0.006455093249750445,0.013000000000000001,4448680.0,242600.0,101.2664,6560.684819127126,195.9,1339.0
2018-01-31,1339.0,106.7696,0.006943316924099216,0.0141,4419225.0,235250.0,101.4644,6583.937038100032,196.3,1315.5
2018-02-28,1315.5,108.3903,0.014056813721607334,0.014199999999999999,4393401.0,221000.0,101.4625,6652.779039963171,197.9,1322.800048828125
2018-03-31,1322.800048828125,107.4784,0.012010966476756101,0.0151,4392198.0,225800.0,101.7085,6676.101298188012,199.3,1316.199951171875
2018-04-30,1316.199951171875,109.3363,0.01150751834411109,0.0169,4372886.0,221500.0,102.2067,6708.2076618488,199.3,1300.0999755859375
2018-05-31,1300.0999755859375,111.9894,0.008872852947541249,0.017,4327519.0,221250.0,103.3329,6740.113982656094,200.3,1251.300048828125
2018-06-30,1251.300048828125,113.2586,0.008616390097394478,0.0182,4305491.0,222600.0,102.4024,6775.080955120174,203.2,1223.699951171875
2018-07-31,1223.699951171875,112.7299,0.008367904363046708,0.0191,4277681.0,209500.0,103.198,6813.358062223677,204.2,1200.300048828125
2018-08-31,1200.300048828125,114.2755,0.00790383968268136,0.0191,4218914.0,208500.0,103.3646,6876.566180948782,204.3,1191.5
2018-09-30,1191.5,113.8077,0.008131275696005174,0.0195,4192909.0,205200.0,104.0327,6825.765053481756,203.4,1212.300048828125
2018-10-31,1212.300048828125,116.5281,0.012190723691043988,0.0219,4139731.0,213000.0,104.1004,6878.58076556949,203.6,1220.199951171875
2018-11-30,1220.199951171875,116.413,0.012254352690436286,0.022000000000000002,4097170.0,225250.0,103.9856,6899.524300302461,204.6,1278.300048828125
2018-12-31,1278.300048828125,115.5674,0.01592610301667134,0.0227,4075636.0,224600.0,104.0681,6945.647437946151,202.3,1319.699951171875
2019-01-31,1319.699951171875,113.5504,0.01244105668258778,0.024,4039678.0,222750.0,104.0936,6953.558261751354,201.0,1312.800048828125
2019-02-28,1312.800048828125,114.1991,0.009586753887484874,0.024,3974590.0,222500.0,103.4021,6947.299110853988,199.1,1293.0
2019-03-31,1293.0,115.1371,0.009124842305133081,0.024100000000000003,3955617.0,211800.0,102.8371,6968.383819435445,199.2,1282.800048828125
2019-04-30,1282.800048828125,115.3281,0.008132535577581871,0.0242,3928273.0,209750.0,102.8757,7002.184069710529,200.8,1305.800048828125
2019-05-31,1305.800048828125,116.7273,0.010509877335350054,0.0239,3851444.0,218500.0,102.274,7010.733096326338,202.1,1409.699951171875
2019-06-30,1409.699951171875,114.5821,0.009975742324290203,0.023799999999999998,3826817.0,225200.0,102.392,7025.857395427431,201.7,1426.0999755859375
2019-07-31,1426.0999755859375,115.4946,0.008361779247080947,0.024,3779102.0,208500.0,102.4375,7075.009508246204,200.3,1519.0999755859375
2019-08-31,1519.0999755859375,118.1575,0.011955703489414599,0.0213,3759946.0,211000.0,101.9408,7086.63217233509,200.7,1465.699951171875
2019-09-30,1465.699951171875,117.9461,0.009903869080057654,0.0204,3857715.0,209500.0,102.639,7135.441033905931,199.2,1511.4000244140625
2019-10-31,1511.4000244140625,115.9125,0.009742992897360317,0.0183,4019823.0,212250.0,102.2917,7175.864793758945,198.4,1465.5999755859375
2019-11-30,1465.5999755859375,117.1204,0.007865860643847583,0.015500000000000002,4052875.0,224400.0,101.4281,7180.885265061461,198.6,1519.5
2019-12-31,1519.5,114.669,0.00863477018792898,0.015500000000000002,4165591.0,236000.0,101.9372,7257.991000631696,199.0,1582.9000244140625
2020-01-31,1582.9000244140625,115.7345,0.008727144904323199,0.015500000000000002,4151630.0,215500.0,101.7003,7278.294734306856,199.0,1564.0999755859375
2020-02-29,1564.0999755859375,117.6568,0.012177700349963124,0.0158,4158637.0,210200.0,101.0338,7272.245596669499,199.3,1583.4000244140625
2020-03-31,1583.4000244140625,122.5301,0.03637077676220079,0.006500000000000001,5254278.0,2335250.0,101.3735,7330.32502612482,196.7,1684.199951171875
2020-04-30,1684.199951171875,122.327,0.026119635778713412,0.0005,6655929.0,4663250.0,97.4078,7330.646377205779,193.1,1736.9000244140625
2020-05-31,1736.9000244140625,120.9458,0.019381178254862037,0.0005,7097316.0,2173400.0,84.5619,7291.413661933452,185.5,1793.0
2020-06-30,1793.0,120.4649,0.01960347099668994,0.0008,7082302.0,1490250.0,85.9604,7327.248877686898,188.6,1962.800048828125
2020-07-31,1962.800048828125,117.2082,0.016930891179718403,0.0009,6949032.0,1383500.0,91.5934,7132.575460379721,191.2,1967.5999755859375
2020-08-31,1967.5999755859375,115.7586,0.014419044673498041,0.001,6990418.0,922400.0,95.0256,6444.20694378965,193.0,1887.5
2020-09-30,1887.5,116.946,0.017505195498044777,0.0009,7056129.0,851750.0,95.9549,6572.499412700876,194.3,1877.4000244140625
2020-10-31,1877.4000244140625,116.1354,0.01854459779882015,0.0009,7146306.0,795400.0,95.9669,6941.584643509454,195.5,1775.699951171875
2020-11-30,1775.699951171875,113.2256,0.01563333053599118,0.0009,7216480.0,751250.0,96.7394,7181.242118738772,196.5,1893.0999755859375
2020-12-31,1893.0999755859375,111.3169,0.014071233887914534,0.0009,7363351.0,836750.0,97.0816,7258.528515948473,198.3,1847.300048828125
2021-01-31,1847.300048828125,111.9511,0.015609932735281083,0.0009,7404926.0,827800.0,98.363,7264.666365312802,200.5,1728.0999755859375
2021-02-28,1728.0999755859375,112.8306,0.014477299197830099,0.0008,7590111.0,755000.0,98.8822,7296.180639164906,204.8,1713.800048828125
2021-03-31,1713.800048828125,113.8234,0.013759824028630845,0.0007000000000000001,7688988.0,669250.0,95.6149,7334.016316196264,210.6,1767.300048828125
2021-04-30,1767.300048828125,112.0839,0.010968700808760957,0.0007000000000000001,7780962.0,589000.0,98.3856,7456.963044638869,215.0,1902.5
2021-05-31,1902.5,110.7576,0.012357938408381852,0.0006,7903541.0,469200.0,98.5587,7567.143658596645,217.9,1770.800048828125
2021-06-30,1770.800048828125,112.5533,0.010681791413340318,0.0008,8078544.0,409750.0,99.4333,7448.200842913609,224.9,1812.5999755859375
2021-07-31,1812.5999755859375,112.6714,0.011016519041331064,0.001,8221473.0,370000.0,99.7987,7665.348498489765,228.9,1815.0
2021-08-31,1815.0,113.1076,0.011006783592783858,0.0009,8332743.0,360000.0,100.2519,7721.783363640393,231.85,1755.300048828125
2021-09-30,1755.300048828125,114.6403,0.012390648970097189,0.0008,8447981.0,355500.0,100.0437,7818.443885722714,233.415,1783.0
2021-10-31,1783.0,114.1349,0.01125794180320341,0.0008,8556181.0,284800.0,98.8579,7885.682750637006,235.678,1773.5999755859375
2021-11-30,1773.5999755859375,116.2071,0.011656481614948961,0.0008,8681771.0,236500.0,100.1861,7957.850246048047,240.465,1827.5
2021-12-31,1827.5,115.283,0.013359126909781206,0.0008,8757460.0,216250.0,100.8654,8007.645399648876,243.287,1795.0
2022-01-31,1795.0,115.566,0.01448293866774484,0.0008,8860485.0,237600.0,100.5726,8016.883354303049,241.338,1899.4000244140625
2022-02-28,1899.4000244140625,115.2224,0.016283024467631683,0.0008,8928129.0,219500.0,100.1856,8186.4449058288155,246.453,1949.199951171875
2022-03-31,1949.199951171875,115.2218,0.016988681399866916,0.002,8937142.0,215000.0,100.8064,8297.048260523618,252.66,1909.300048828125
2022-04-30,1909.300048828125,119.4933,0.015303661523422017,0.0033000000000000004,8939199.0,213200.0,101.3907,8330.106833647573,260.014,1842.699951171875
2022-05-31,1842.699951171875,118.0704,0.018465855200276562,0.0077,8914281.0,210000.0,101.44,8336.131560665182,265.31,1804.0999755859375
2022-06-30,1804.0999755859375,120.9652,0.017785232812137976,0.0121,8913553.0,213500.0,101.3335,8413.144515297969,273.251,1762.9000244140625
